run_id,system,agent_count,task_id,coord_tokens,work_tokens,cwr,steps_taken,success,commit_attempts,commit_conflicts,scr,retry_exhaustions,excluded,wall_ms,model
74303a98-3aab-45ca-b6c2-3e5625c30093,sbus,4,lh_001,1614,6809,0.2370,20,0,25,0,0.0000,0,0,69450,gpt-4o-mini
ff2d1001-d351-46d3-9cde-00086b7358ff,coord_worker,4,lh_001,10370,3028,3.4247,20,0,0,0,0.0000,0,0,132004,gpt-4o-mini
36bae76e-5b55-4802-b578-8ad0e9b04ff3,sbus,4,lh_001,1591,6755,0.2355,20,1,25,0,0.0000,0,0,50781,gpt-4o-mini
1e35ee88-2ab0-4b37-abb6-c9d50aa598e6,coord_worker,4,lh_001,10445,3040,3.4359,20,0,0,0,0.0000,0,0,134338,gpt-4o-mini
0580d8bc-fc73-4bbf-9a5b-f3d32f44b6e6,sbus,4,lh_001,1595,6775,0.2354,20,1,25,0,0.0000,0,0,57828,gpt-4o-mini
8f6a4d0c-2a15-43b1-83ab-c876e375cda7,coord_worker,4,lh_001,10203,3064,3.3300,20,0,0,0,0.0000,0,0,136031,gpt-4o-mini
ef843cd0-4a3f-4ad7-a091-84eedb88225d,sbus,4,lh_002,1253,5055,0.2479,20,0,20,0,0.0000,0,0,40802,gpt-4o-mini
b4376722-3525-4440-9cf6-ea7245356213,coord_worker,4,lh_002,10324,3184,3.2425,20,0,0,0,0.0000,0,0,144439,gpt-4o-mini
796b7fd4-29f8-4ac2-82e3-c239cc5f800c,sbus,4,lh_002,1187,4912,0.2417,20,0,20,0,0.0000,0,0,40845,gpt-4o-mini
4c50faed-e5a3-4eca-82ab-5c086242bf2e,coord_worker,4,lh_002,10267,3135,3.2750,20,0,0,0,0.0000,0,0,150046,gpt-4o-mini
125880ff-3ef6-40b7-becb-515ac7824406,sbus,4,lh_002,1234,5015,0.2461,20,0,20,0,0.0000,0,0,43600,gpt-4o-mini
96b1ae6e-7114-47f4-9703-d6fe86e345ce,coord_worker,4,lh_002,10532,3199,3.2923,20,0,0,0,0.0000,0,0,741795,gpt-4o-mini
046a6252-2e4f-4cbc-8f73-200c7b7133ec,sbus,4,lh_003,1340,5481,0.2445,20,1,20,0,0.0000,0,0,50992,gpt-4o-mini
6c4f3d44-6167-4f06-85b5-7805bc6a3816,coord_worker,4,lh_003,10497,2897,3.6234,20,0,0,0,0.0000,0,0,189454,gpt-4o-mini
94502ad6-0d50-4234-a390-95de84d0a937,sbus,4,lh_003,1404,5582,0.2515,20,1,20,0,0.0000,0,0,51145,gpt-4o-mini
ce8a72a0-ce37-45f9-a0b2-84ae5319ae15,coord_worker,4,lh_003,10020,2985,3.3568,20,0,0,0,0.0000,0,0,155891,gpt-4o-mini
aa7f28ae-8597-4154-a187-475ce488b1c6,sbus,4,lh_003,1356,5465,0.2481,20,1,20,0,0.0000,0,0,51648,gpt-4o-mini
59249bc3-3a80-4cd1-8306-e6d98a73eace,coord_worker,4,lh_003,10424,2944,3.5408,20,0,0,0,0.0000,0,0,147746,gpt-4o-mini
